Experiment,Model,Run,AS_Index,Line,Title,Matched_GT,Decision,Reason,Has_Payoff_Evidence,Case,Condition,Source,Has_Representation_Evidence
ODD-only,DeepSeek-V4-Pro,run_26.md,1,1,"The model has two main common-pool resources: water for irrigation and fish in the lake. In the decentralized version, each farmer decides individually how many fields to irrigate based on expectations of water availability, past income, etc. They also fish. The tension arises because water extraction by upstream farmers reduces water available for downstream farmers. Also, fishing by downstream farmers reduces fish available for upstream farmers? Actually, the fishing order: ""The farmers access the fishing lake in the order of their distance from the lake, i.e. the downstream farmers can access the lake first."" So downstream farmers have priority access to fish. Upstream farmers get water first. So there is a trade-off: upstream farmers can take water but might be last to fish; downstream farmers might get less water but first access to fish.",,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,1,1,Let's first understand the model from the ODD+D description.,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_28.md,1,1,"Irrigation decision (water use) between upstream and downstream farmer. This is a social dilemma where individual rationality (maximizing fields) leads to collective suboptimal outcomes (water scarcity, reduced yields).",,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_29.md,1,1,"1. The upstream-downstream water appropriation asymmetry: upstream farmers have first access, so they can take more water, potentially leaving downstream with insufficient water. This is a classic ""riparian rights"" dilemma.",,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_30.md,1,1,The strategic tensions,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_01.md,1,3,Upstream Farmer's Irrigation Decision,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_01.md,2,17,Farmer's Decision to Increase Irrigated Fields,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_01.md,3,31,Farmer's Response to Ecological Thresholds,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_01.md,4,45,Upstream-Downstream Conflict Over Water Allocation,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_02.md,1,3,Upstream-Downstream Water Extraction,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_02.md,2,17,Fishing and Water Extraction,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_02.md,3,30,Ecological Threshold and Water Extraction,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_02.md,4,43,Memory Capacity and Water Extraction,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_03.md,1,5,1. Upstream-Downstream Water Extraction Tension,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_03.md,2,16,2. Fishing Resource Competition Tension,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_03.md,3,38,4. Water Conservation vs. Crop Yield Tension,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_04.md,1,3,Upstream-Downstream Water Usage,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_04.md,2,16,Fishing and Water Inflow,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_04.md,3,29,Budget Allocation and Risk-Taking,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_04.md,4,42,Ecological Thresholds and Water Usage,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_05.md,1,4,Spatial Asymmetry in Water Access,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_05.md,2,16,Ecological Thresholds in Water Availability,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_05.md,3,28,Common-Pool Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_05.md,4,40,Trade-off between Agricultural and Fishing Activities,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_06.md,1,3,Upstream-Downstream Water Extraction,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_06.md,2,16,Fishing Quota Allocation,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_06.md,3,29,Irrigation Investment,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_07.md,1,3,Upstream-Downstream Water Extraction,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_07.md,2,16,Fishing Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_07.md,3,29,Irrigation Investment,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_08.md,1,5,1. Upstream-Downstream Water Extraction Tension,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_08.md,2,16,2. Fishing Resource Competition Tension,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_08.md,3,27,3. Ecological Threshold Tension,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_08.md,4,38,4. Budget and Field Expansion Tension,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_09.md,1,3,Upstream-Downstream Water Extraction Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_09.md,2,16,Fishing and Water Extraction Trade-off,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_09.md,3,29,Ecological Threshold and Water Extraction,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_09.md,4,42,Spatial Asymmetry and Water Allocation,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_10.md,1,3,Upstream-Downstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_10.md,2,16,Fishing Quota Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_10.md,3,29,Water Conservation vs. Irrigation Expansion,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_11.md,1,3,Upstream-Downstream Water Extraction,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_11.md,2,16,Fishing Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_11.md,3,29,Water Allocation under Ecological Thresholds,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_12.md,1,3,Upstream-Downstream Water Allocation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_12.md,2,16,Fishing Resource Management,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_12.md,3,29,Irrigation Investment,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_13.md,1,3,Upstream-Downstream Water Withdrawal,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_13.md,2,16,Fishing Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_13.md,3,29,Irrigation Investment,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_13.md,4,42,Water Flow Prediction,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_14.md,1,5,Upstream Water Withdrawal,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_14.md,2,16,2. Fishing Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_14.md,3,28,3. Water Conservation vs Expansion,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_14.md,4,53,Threshold Crossing,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_15.md,1,4,Over-Irrigation vs. Conservation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_15.md,2,16,Over-Fishing vs. Conservation,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_15.md,3,28,Risky Expansion vs. Cautious Conservation,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_15.md,4,40,Adaptive Management vs. Reactive Over-Use,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_16.md,1,3,Upstream-Downstream Water Withdrawal,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_16.md,2,16,Fishing Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_16.md,3,29,Irrigation Investment vs. Ecological Thresholds,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_17.md,1,5,"An upstream farmer must decide whether to irrigate their maximum fields (10) or not, while a downstream farmer's water availability is affected by this decision.",AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_17.md,2,17,"A farmer must decide whether to fish at their target catch level or not, while another farmer's fishing decision affects the fish population.",AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_17.md,3,29,"A farmer must decide whether to allocate their budget to irrigation or fishing, while another farmer's budget allocation decision affects the water and fish availability.",AS2: Fish extraction common pool resource game,FP-duplicate,duplicate generated AS for AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_18.md,1,4,Water Usage Conflict,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_18.md,2,16,Overfishing Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_18.md,3,28,Water Flow Threshold,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_18.md,4,40,Irrigation Investment Risk,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_19.md,1,3,Upstream-Downstream Water Usage,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_19.md,2,16,Risky Irrigation Investment,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_19.md,3,29,Fishing Access and Water Usage,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_20.md,1,5,1. Upstream-Downstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_20.md,2,16,2. Fishing Quota Dilemma,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_20.md,3,27,3. Water Conservation vs. Field Expansion Dilemma,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_21.md,1,5,"Upstream farmer decides to irrigate, affecting downstream water availability",AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_21.md,2,18,"Farmer decides to fish, affecting fish population and future fishing opportunities",AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_21.md,3,31,"Farmer decides to increase irrigated fields, affecting water availability and future yields",,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_22.md,1,3,Upstream-Downstream Water Allocation,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_22.md,2,16,Fishing Resource Management,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_22.md,3,29,Water Flow Prediction and Irrigation Strategy,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_22.md,4,42,Budget Allocation Between Irrigation and Fishing,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_23.md,1,4,Overextraction of Water Resources,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_23.md,2,16,Tragedy of the Commons,AS2: Fish extraction common pool resource game,TP,generated AS matches AS2: Fish extraction common pool resource game,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_23.md,3,28,Risk-Reward Tradeoff,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_23.md,4,40,Information Asymmetry,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_23.md,5,52,Tipping Point,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_24.md,1,3,Upstream Farmer's Irrigation Decision,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_24.md,2,16,Farmer's Decision to Invest in Fishing,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_24.md,3,29,Farmer's Response to Ecological Thresholds,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_25.md,1,4,1. Upstream-Downstream Irrigation Dilemma,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_25.md,2,15,2. Fishing and Water Extraction Trade-off,,FP-wrong,generated AS is not one of the two confirmed correct ASs,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_25.md,3,37,4. Spatial Asymmetry in Water Allocation,AS1: Upstream and downstream withdrawal decisions,FP-duplicate,duplicate generated AS for AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_26.md,1,4,1. Upstream-Downstream Water Extraction Tension,AS1: Upstream and downstream withdrawal decisions,TP,generated AS matches AS1: Upstream and downstream withdrawal decisions,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_as_level_ODD-only.csv,
