Experiment,Model,Run,TP,FN,FP,Precision,Recall,Case,Condition,Source,Run_Number
ODD+game_stuff,Qwen2.5-7B,run_13.md,1,1,2,0.3333,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,13
ODD+game_stuff,Qwen2.5-7B,run_14.md,2,0,1,0.6667,1.0,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,14
ODD+game_stuff,Qwen2.5-7B,run_15.md,1,1,0,1.0,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,15
ODD+game_stuff,Qwen2.5-7B,run_16.md,1,1,2,0.3333,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,16
ODD+game_stuff,Qwen2.5-7B,run_17.md,2,0,1,0.6667,1.0,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,17
ODD+game_stuff,Qwen2.5-7B,run_18.md,1,1,4,0.2,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,18
ODD+game_stuff,Qwen2.5-7B,run_19.md,1,1,2,0.3333,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,19
ODD+game_stuff,Qwen2.5-7B,run_20.md,2,0,1,0.6667,1.0,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,20
ODD+game_stuff,Qwen2.5-7B,run_21.md,2,0,1,0.6667,1.0,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,21
ODD+game_stuff,Qwen2.5-7B,run_22.md,2,0,3,0.4,1.0,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,22
ODD+game_stuff,Qwen2.5-7B,run_23.md,1,1,2,0.3333,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,23
ODD+game_stuff,Qwen2.5-7B,run_24.md,1,1,3,0.25,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,24
ODD+game_stuff,Qwen2.5-7B,run_25.md,1,1,2,0.3333,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,25
ODD+game_stuff,Qwen2.5-7B,run_26.md,2,0,1,0.6667,1.0,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,26
ODD+game_stuff,Qwen2.5-7B,run_27.md,1,1,2,0.3333,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,27
ODD+game_stuff,Qwen2.5-7B,run_28.md,2,0,1,0.6667,1.0,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,28
ODD+game_stuff,Qwen2.5-7B,run_29.md,1,1,2,0.3333,0.5,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,29
ODD+game_stuff,Qwen2.5-7B,run_30.md,2,0,1,0.6667,1.0,Water-use,ODD+game,ODD_water/Batch_30Runs/Water_evaluation_summary_ODD+game_stuff.csv,30
ODD-only,DeepSeek-R1,run_01.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,1
ODD-only,DeepSeek-R1,run_02.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,2
ODD-only,DeepSeek-R1,run_03.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,3
ODD-only,DeepSeek-R1,run_04.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,4
ODD-only,DeepSeek-R1,run_05.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,5
ODD-only,DeepSeek-R1,run_06.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,6
ODD-only,DeepSeek-R1,run_07.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,7
ODD-only,DeepSeek-R1,run_08.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,8
ODD-only,DeepSeek-R1,run_09.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,9
ODD-only,DeepSeek-R1,run_10.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,10
ODD-only,DeepSeek-R1,run_11.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,11
ODD-only,DeepSeek-R1,run_12.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,12
ODD-only,DeepSeek-R1,run_13.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,13
ODD-only,DeepSeek-R1,run_14.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,14
ODD-only,DeepSeek-R1,run_15.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,15
ODD-only,DeepSeek-R1,run_16.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,16
ODD-only,DeepSeek-R1,run_17.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,17
ODD-only,DeepSeek-R1,run_18.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,18
ODD-only,DeepSeek-R1,run_19.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,19
ODD-only,DeepSeek-R1,run_20.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,20
ODD-only,DeepSeek-R1,run_21.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,21
ODD-only,DeepSeek-R1,run_22.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,22
ODD-only,DeepSeek-R1,run_23.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,23
ODD-only,DeepSeek-R1,run_24.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,24
ODD-only,DeepSeek-R1,run_25.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,25
ODD-only,DeepSeek-R1,run_26.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,26
ODD-only,DeepSeek-R1,run_27.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,27
ODD-only,DeepSeek-R1,run_28.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,28
ODD-only,DeepSeek-R1,run_29.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,29
ODD-only,DeepSeek-R1,run_30.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,30
ODD-only,DeepSeek-V4-Pro,run_01.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,1
ODD-only,DeepSeek-V4-Pro,run_02.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,2
ODD-only,DeepSeek-V4-Pro,run_03.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,3
ODD-only,DeepSeek-V4-Pro,run_04.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,4
ODD-only,DeepSeek-V4-Pro,run_05.md,2,0,3,0.4,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,5
ODD-only,DeepSeek-V4-Pro,run_06.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,6
ODD-only,DeepSeek-V4-Pro,run_07.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,7
ODD-only,DeepSeek-V4-Pro,run_08.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,8
ODD-only,DeepSeek-V4-Pro,run_09.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,9
ODD-only,DeepSeek-V4-Pro,run_10.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,10
ODD-only,DeepSeek-V4-Pro,run_11.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,11
ODD-only,DeepSeek-V4-Pro,run_12.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,12
ODD-only,DeepSeek-V4-Pro,run_13.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,13
ODD-only,DeepSeek-V4-Pro,run_14.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,14
ODD-only,DeepSeek-V4-Pro,run_15.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,15
ODD-only,DeepSeek-V4-Pro,run_16.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,16
ODD-only,DeepSeek-V4-Pro,run_17.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,17
ODD-only,DeepSeek-V4-Pro,run_18.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,18
ODD-only,DeepSeek-V4-Pro,run_19.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,19
ODD-only,DeepSeek-V4-Pro,run_20.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,20
ODD-only,DeepSeek-V4-Pro,run_21.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,21
ODD-only,DeepSeek-V4-Pro,run_22.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,22
ODD-only,DeepSeek-V4-Pro,run_23.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,23
ODD-only,DeepSeek-V4-Pro,run_24.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,24
ODD-only,DeepSeek-V4-Pro,run_25.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,25
ODD-only,DeepSeek-V4-Pro,run_26.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,26
ODD-only,DeepSeek-V4-Pro,run_27.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,27
ODD-only,DeepSeek-V4-Pro,run_28.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,28
ODD-only,DeepSeek-V4-Pro,run_29.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,29
ODD-only,DeepSeek-V4-Pro,run_30.md,0,2,1,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,30
ODD-only,Llama-3.3-70B,run_01.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,1
ODD-only,Llama-3.3-70B,run_02.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,2
ODD-only,Llama-3.3-70B,run_03.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,3
ODD-only,Llama-3.3-70B,run_04.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,4
ODD-only,Llama-3.3-70B,run_05.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,5
ODD-only,Llama-3.3-70B,run_06.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,6
ODD-only,Llama-3.3-70B,run_07.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,7
ODD-only,Llama-3.3-70B,run_08.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,8
ODD-only,Llama-3.3-70B,run_09.md,1,1,3,0.25,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,9
ODD-only,Llama-3.3-70B,run_10.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,10
ODD-only,Llama-3.3-70B,run_11.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,11
ODD-only,Llama-3.3-70B,run_12.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,12
ODD-only,Llama-3.3-70B,run_13.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,13
ODD-only,Llama-3.3-70B,run_14.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,14
ODD-only,Llama-3.3-70B,run_15.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,15
ODD-only,Llama-3.3-70B,run_16.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,16
ODD-only,Llama-3.3-70B,run_17.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,17
ODD-only,Llama-3.3-70B,run_18.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,18
ODD-only,Llama-3.3-70B,run_19.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,19
ODD-only,Llama-3.3-70B,run_20.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,20
ODD-only,Llama-3.3-70B,run_21.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,21
ODD-only,Llama-3.3-70B,run_22.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,22
ODD-only,Llama-3.3-70B,run_23.md,2,0,3,0.4,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,23
ODD-only,Llama-3.3-70B,run_24.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,24
ODD-only,Llama-3.3-70B,run_25.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,25
ODD-only,Llama-3.3-70B,run_26.md,2,0,3,0.4,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,26
ODD-only,Llama-3.3-70B,run_27.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,27
ODD-only,Llama-3.3-70B,run_28.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,28
ODD-only,Llama-3.3-70B,run_29.md,2,0,3,0.4,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,29
ODD-only,Llama-3.3-70B,run_30.md,2,0,2,0.5,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,30
ODD-only,Qwen2.5-7B,run_01.md,1,1,3,0.25,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,1
ODD-only,Qwen2.5-7B,run_02.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,2
ODD-only,Qwen2.5-7B,run_03.md,2,0,3,0.4,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,3
ODD-only,Qwen2.5-7B,run_04.md,0,2,3,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,4
ODD-only,Qwen2.5-7B,run_05.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,5
ODD-only,Qwen2.5-7B,run_06.md,1,1,3,0.25,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,6
ODD-only,Qwen2.5-7B,run_07.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,7
ODD-only,Qwen2.5-7B,run_08.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,8
ODD-only,Qwen2.5-7B,run_09.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,9
ODD-only,Qwen2.5-7B,run_10.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,10
ODD-only,Qwen2.5-7B,run_11.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,11
ODD-only,Qwen2.5-7B,run_12.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,12
ODD-only,Qwen2.5-7B,run_13.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,13
ODD-only,Qwen2.5-7B,run_14.md,2,0,0,1.0,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,14
ODD-only,Qwen2.5-7B,run_15.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,15
ODD-only,Qwen2.5-7B,run_16.md,0,2,5,0.0,0.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,16
ODD-only,Qwen2.5-7B,run_17.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,17
ODD-only,Qwen2.5-7B,run_18.md,2,0,3,0.4,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,18
ODD-only,Qwen2.5-7B,run_19.md,2,0,3,0.4,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,19
ODD-only,Qwen2.5-7B,run_20.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,20
ODD-only,Qwen2.5-7B,run_21.md,1,1,0,1.0,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,21
ODD-only,Qwen2.5-7B,run_22.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,22
ODD-only,Qwen2.5-7B,run_23.md,1,1,1,0.5,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,23
ODD-only,Qwen2.5-7B,run_24.md,1,1,4,0.2,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,24
ODD-only,Qwen2.5-7B,run_25.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,25
ODD-only,Qwen2.5-7B,run_26.md,1,1,3,0.25,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,26
ODD-only,Qwen2.5-7B,run_27.md,1,1,3,0.25,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,27
ODD-only,Qwen2.5-7B,run_28.md,2,0,1,0.6667,1.0,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,28
ODD-only,Qwen2.5-7B,run_29.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,29
ODD-only,Qwen2.5-7B,run_30.md,1,1,2,0.3333,0.5,Water-use,ODD-only,ODD_water/Batch_30Runs_ODDOnly/Water_evaluation_summary_ODD-only.csv,30
ODD+game_stuff,DeepSeek-R1,run_01.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,1
ODD+game_stuff,DeepSeek-R1,run_02.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,2
ODD+game_stuff,DeepSeek-R1,run_03.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,3
ODD+game_stuff,DeepSeek-R1,run_04.md,6,0,1,0.8571,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,4
ODD+game_stuff,DeepSeek-R1,run_05.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,5
ODD+game_stuff,DeepSeek-R1,run_06.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,6
ODD+game_stuff,DeepSeek-R1,run_07.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,7
ODD+game_stuff,DeepSeek-R1,run_08.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,8
ODD+game_stuff,DeepSeek-R1,run_09.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,9
ODD+game_stuff,DeepSeek-R1,run_10.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,10
ODD+game_stuff,DeepSeek-R1,run_11.md,6,0,0,1.0,1.0,Electricity,ODD+game,ODD_electricity/Batch_30Runs/Electricity_evaluation_summary_ODD+game_stuff.csv,11
